TEAM,ELITE SOS,YEAR
Kansas,38.0,2023
Iowa St.,37.0,2023
Baylor,37.0,2023
Oklahoma,36.0,2023
West Virginia,36.0,2023
Michigan St.,36.0,2023
Texas,35.0,2023
Ohio St.,34.0,2023
Alabama,34.0,2023
Oklahoma St.,34.0,2023
TCU,34.0,2023
Creighton,33.0,2023
Indiana,33.0,2023
Nebraska,33.0,2023
Arkansas,33.0,2023
Wisconsin,32.0,2023
Connecticut,32.0,2023
Texas Tech,32.0,2023
Xavier,32.0,2023
DePaul,32.0,2023
Butler,32.0,2023
Villanova,32.0,2023
Auburn,32.0,2023
Kansas St.,32.0,2023
Penn St.,31.0,2023
Seton Hall,31.0,2023
Iowa,31.0,2023
Maryland,31.0,2023
Marquette,31.0,2023
Illinois,31.0,2023
Florida,30.0,2023
Kentucky,30.0,2023
Purdue,30.0,2023
Northwestern,30.0,2023
Michigan,30.0,2023
Oregon,30.0,2023
Providence,30.0,2023
Georgetown,29.0,2023
Tennessee,29.0,2023
UCLA,29.0,2023
Arizona,29.0,2023
Vanderbilt,29.0,2023
Arizona St.,29.0,2023
Stanford,29.0,2023
Gonzaga,29.0,2023
Rutgers,29.0,2023
Minnesota,29.0,2023
San Diego St.,29.0,2023
Missouri,29.0,2023
Washington St.,29.0,2023
Washington,28.0,2023
USC,28.0,2023
St. John's,28.0,2023
Mississippi St.,28.0,2023
Mississippi,28.0,2023
Miami FL,28.0,2023
Colorado,28.0,2023
California,28.0,2023
Memphis,28.0,2023
Texas A&M,28.0,2023
Duke,28.0,2023
Oregon St.,27.0,2023
Utah,27.0,2023
North Carolina,27.0,2023
SMU,26.0,2023
LSU,26.0,2023
South Carolina,25.0,2023
N.C. State,25.0,2023
Louisville,25.0,2023
Pittsburgh,25.0,2023
Florida St.,25.0,2023
Colorado St.,25.0,2023
Virginia,25.0,2023
Georgia,24.0,2023
UCF,24.0,2023
Boise St.,24.0,2023
Houston,24.0,2023
Saint Mary's,24.0,2023
Virginia Tech,24.0,2023
Cincinnati,24.0,2023
Wake Forest,24.0,2023
Nevada,24.0,2023
Wyoming,24.0,2023
Temple,23.0,2023
San Jose St.,23.0,2023
BYU,22.0,2023
Utah St.,22.0,2023
Boston College,22.0,2023
Tulsa,22.0,2023
Fresno St.,22.0,2023
San Francisco,21.0,2023
New Mexico,21.0,2023
Wichita St.,21.0,2023
Portland,21.0,2023
Georgia Tech,21.0,2023
UNLV,21.0,2023
Tulane,21.0,2023
Loyola Marymount,21.0,2023
Pepperdine,21.0,2023
Notre Dame,21.0,2023
Syracuse,20.0,2023
Clemson,20.0,2023
Santa Clara,20.0,2023
South Florida,20.0,2023
East Carolina,19.0,2023
Florida Atlantic,19.0,2023
Air Force,19.0,2023
UAB,18.0,2023
North Texas,18.0,2023
Louisiana Tech,18.0,2023
Middle Tennessee,18.0,2023
Utah Valley,18.0,2023
Saint Louis,18.0,2023
San Diego,18.0,2023
UTEP,18.0,2023
Rice,18.0,2023
New Mexico St.,17.0,2023
UTSA,17.0,2023
Bellarmine,17.0,2023
Western Kentucky,17.0,2023
Tarleton St.,17.0,2023
Buffalo,17.0,2023
Sam Houston St.,17.0,2023
VCU,17.0,2023
Utah Tech,16.0,2023
Chicago St.,16.0,2023
FIU,16.0,2023
Bradley,16.0,2023
South Alabama,16.0,2023
Penn,16.0,2023
Pacific,16.0,2023
Davidson,16.0,2023
North Florida,16.0,2023
Southern Utah,16.0,2023
UT Arlington,16.0,2023
Nebraska Omaha,16.0,2023
Northern Colorado,15.0,2023
Abilene Christian,15.0,2023
Hofstra,15.0,2023
Long Beach St.,15.0,2023
Northern Arizona,15.0,2023
Louisiana Monroe,15.0,2023
Charlotte,15.0,2023
Loyola Chicago,15.0,2023
UNC Wilmington,15.0,2023
Dayton,15.0,2023
Kent St.,15.0,2023
Louisiana,15.0,2023
Brown,15.0,2023
Grand Canyon,15.0,2023
Jackson St.,15.0,2023
Missouri St.,15.0,2023
Yale,15.0,2023
Seattle,15.0,2023
Alcorn St.,15.0,2023
Richmond,15.0,2023
UC Riverside,15.0,2023
Mississippi Valley St.,14.0,2023
La Salle,14.0,2023
South Dakota St.,14.0,2023
Jacksonville St.,14.0,2023
Northern Illinois,14.0,2023
Eastern Kentucky,14.0,2023
Monmouth,14.0,2023
Florida A&M,14.0,2023
Troy,14.0,2023
Murray St.,14.0,2023
UT Rio Grande Valley,14.0,2023
Saint Joseph's,14.0,2023
Southern Miss,14.0,2023
Kennesaw St.,14.0,2023
UC Irvine,14.0,2023
Princeton,14.0,2023
Eastern Washington,14.0,2023
Vermont,14.0,2023
Cal St. Fullerton,14.0,2023
Massachusetts,14.0,2023
George Mason,14.0,2023
Coppin St.,14.0,2023
Florida Gulf Coast,14.0,2023
Delaware St.,14.0,2023
Texas Southern,14.0,2023
McNeese St.,14.0,2023
Austin Peay,14.0,2023
Jacksonville,14.0,2023
Montana,13.0,2023
Central Arkansas,13.0,2023
North Dakota St.,13.0,2023
Cornell,13.0,2023
Montana St.,13.0,2023
Harvard,13.0,2023
Liberty,13.0,2023
Western Michigan,13.0,2023
Evansville,13.0,2023
Arkansas Pine Bluff,13.0,2023
Oral Roberts,13.0,2023
Portland St.,13.0,2023
Sacramento St.,13.0,2023
Southern Illinois,13.0,2023
Alabama St.,13.0,2023
